,state,district,year,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
MD_04_2010,MD,4,2010,52.4,9.5,14.2,35.9,2.1,10.5,36.1,34.5,8.3,86.0,42.3,24.5,7.9,17.2,13.9,8.9,312800,71863,8.0,0.2837423917287927
MD_05_2010,MD,5,2010,51.4,10.8,12.3,37.0,2.4,9.4,32.0,31.1,12.3,85.0,42.8,12.0,6.0,7.4,11.1,6.6,324600,83020,6.3,0.13051460025548053
MD_06_2010,MD,6,2010,50.5,8.7,10.6,40.7,1.9,9.6,31.0,27.8,10.5,88.8,35.7,7.5,4.7,1.8,7.4,7.7,288700,69501,7.5,0.058166868363384014
MD_07_2010,MD,7,2010,52.9,11.3,13.6,36.4,2.0,13.9,34.2,51.3,8.3,85.5,24.3,12.8,7.9,13.7,12.1,18.2,264100,51012,16.6,0.11646516512216244
MD_08_2010,MD,8,2010,51.9,7.7,14.7,38.2,1.8,10.3,55.1,25.1,6.3,82.9,42.7,41.8,5.2,17.7,15.1,8.2,459300,85926,4.8,0.5420321529272015
MA_01_2010,MA,1,2010,50.7,11.7,10.5,40.8,3.3,13.4,28.5,41.6,9.9,86.7,30.9,12.6,6.3,1.6,4.3,13.2,231200,50865,14.3,0.07625062683816056
MA_02_2010,MA,2,2010,51.7,10.2,11.3,38.7,2.6,12.1,29.1,36.8,9.1,87.3,34.7,18.5,7.6,1.5,4.8,12.9,243400,55932,15.7,0.09279270767837422
MA_03_2010,MA,3,2010,51.6,10.0,11.9,38.7,2.5,12.5,37.0,27.8,8.0,85.7,25.4,21.3,7.4,3.1,3.6,10.1,294500,61622,12.5,0.1545427527490778
MA_04_2010,MA,4,2010,52.5,9.6,10.6,40.5,2.6,11.4,41.2,37.7,7.6,87.6,12.7,20.8,6.7,6.3,3.6,10.8,349300,64958,11.4,0.15795439368484687
MA_05_2010,MA,5,2010,50.3,8.5,12.2,39.2,2.3,11.6,39.2,31.4,7.7,88.4,43.8,27.1,5.7,2.8,4.2,9.8,333100,68241,9.8,0.1967421932991734
MA_06_2010,MA,6,2010,51.9,8.1,10.7,41.8,2.4,11.8,41.0,33.5,8.3,88.8,35.5,15.9,6.8,5.1,3.6,7.8,384800,70330,8.6,0.1359431014521056
MA_07_2010,MA,7,2010,52.1,8.8,15.4,39.4,2.6,11.0,44.8,32.4,6.5,85.2,41.5,30.3,5.9,14.1,5.6,8.8,412300,71400,8.1,0.31612273031306587
MA_08_2010,MA,8,2010,51.8,20.9,22.2,30.0,3.4,16.4,47.6,32.7,2.8,72.9,49.4,38.0,8.4,32.6,5.8,24.5,394700,47604,17.5,0.4189933285577429
MA_09_2010,MA,9,2010,52.1,9.3,13.4,39.0,2.5,11.9,41.1,24.0,7.6,87.9,35.7,21.1,7.4,13.6,4.2,9.6,357400,72927,9.1,0.18630925336968046
MA_10_2010,MA,10,2010,51.8,6.8,10.5,44.7,2.6,11.3,40.4,17.7,10.6,90.0,24.6,10.8,6.5,7.6,4.5,7.6,376000,65094,7.3,0.10664325201472592
MI_01_2010,MI,1,2010,49.1,8.5,9.8,45.5,2.5,13.4,19.6,30.9,13.4,86.8,17.8,3.3,7.7,0.4,13.1,15.2,105600,38761,16.7,0.018793526761217007
MI_02_2010,MI,2,2010,50.5,9.9,11.2,39.0,2.3,9.5,21.5,34.1,9.8,85.9,50.0,7.6,8.3,0.5,12.3,15.8,131400,44527,18.5,0.04296641835589619
MI_03_2010,MI,3,2010,50.3,10.1,13.6,35.2,2.3,11.2,28.0,31.3,8.7,85.0,44.7,9.0,7.7,1.6,11.3,16.3,140000,47614,15.8,0.060644512289273776
MI_04_2010,MI,4,2010,49.9,12.0,10.8,39.9,2.4,11.7,20.2,38.6,10.3,84.2,14.2,3.3,7.8,0.4,12.9,17.5,119800,41496,17.2,0.019767328386942236
MI_05_2010,MI,5,2010,51.8,9.1,12.0,38.5,2.5,14.1,18.4,53.6,9.8,84.0,7.1,3.8,11.3,1.0,11.6,21.3,91100,38495,22.6,0.020815023072951314
MI_06_2010,MI,6,2010,50.8,10.6,11.9,38.2,2.3,12.8,24.1,49.7,9.8,85.1,36.9,6.5,8.6,0.6,12.2,18.0,131300,42521,16.5,0.040196072350138945
MI_07_2010,MI,7,2010,50.1,8.9,11.5,39.9,2.5,11.3,22.2,43.3,9.9,87.6,32.9,5.6,8.4,0.4,12.1,14.9,124600,46606,15.6,0.0354313551897027
MI_08_2010,MI,8,2010,50.6,12.9,11.3,37.3,2.1,11.8,30.9,27.5,8.4,83.2,19.8,7.0,8.0,1.5,8.7,13.6,157600,54323,13.0,0.056121233015311515
MI_09_2010,MI,9,2010,51.3,7.5,12.0,40.3,1.8,13.4,46.8,16.8,7.5,84.7,12.4,17.0,7.8,0.6,10.3,10.2,173700,62098,8.6,0.15511514999756554
MI_10_2010,MI,10,2010,50.1,8.0,11.0,40.8,1.9,11.0,21.5,29.3,9.1,89.8,7.7,9.8,9.5,0.5,12.0,12.4,151100,51487,12.2,0.08300505118797571
MI_11_2010,MI,11,2010,51.2,7.7,11.7,40.0,1.9,12.8,34.2,21.9,9.3,85.7,8.8,10.5,8.7,0.4,10.5,8.7,150600,58150,9.4,0.09018577683114425
MI_12_2010,MI,12,2010,52.9,8.3,12.7,40.6,2.0,13.8,23.0,47.5,8.3,84.9,4.2,11.2,10.6,1.4,14.2,15.3,97800,43431,17.0,0.10331902703211338
MI_13_2010,MI,13,2010,51.6,10.6,12.3,35.4,1.9,17.7,16.5,75.9,7.3,85.0,64.9,10.4,15.2,6.1,18.6,32.8,66600,29343,33.9,0.06744382098109518
MI_14_2010,MI,14,2010,53.1,10.6,11.4,37.0,1.8,14.1,16.5,58.0,7.6,84.0,10.1,14.2,15.1,4.8,18.0,31.1,74300,31786,29.4,0.09324472115755653
MI_15_2010,MI,15,2010,51.1,12.9,13.5,35.6,2.6,15.0,29.7,43.1,7.9,80.5,14.7,10.9,8.7,2.4,10.6,15.4,131200,50090,15.5,0.0855456809913329
MN_01_2010,MN,1,2010,50.6,10.3,12.2,38.7,2.3,13.0,25.3,31.0,9.9,88.0,38.8,7.8,4.3,1.6,8.0,11.4,145800,49844,6.8,0.05195500715973307
MN_02_2010,MN,2,2010,50.5,7.7,12.9,36.3,1.9,9.9,36.9,20.3,9.1,87.8,24.3,10.9,5.9,2.2,7.2,7.0,236800,71862,4.1,0.07521408986996567
MN_03_2010,MN,3,2010,51.7,7.1,13.0,38.6,2.3,10.6,44.3,22.3,8.2,87.2,22.4,14.2,6.1,3.9,8.2,8.4,247500,70552,5.2,0.12624472805892886
MN_04_2010,MN,4,2010,51.5,11.4,15.0,35.2,2.7,14.1,36.6,42.7,8.0,82.0,23.0,18.5,6.2,5.7,10.1,15.6,207500,51277,10.7,0.14111247341054126
MN_05_2010,MN,5,2010,50.1,12.6,19.5,33.8,4.0,18.8,40.6,38.5,7.1,76.2,32.9,18.5,7.6,11.8,13.4,19.3,209500,49135,12.4,0.16402123398949636
MN_06_2010,MN,6,2010,49.6,9.2,13.3,35.7,2.2,9.6,30.5,23.4,9.3,86.4,21.0,6.6,6.4,1.4,7.1,6.8,210100,67049,4.6,0.042869590713309355
MN_07_2010,MN,7,2010,49.9,8.9,11.4,40.5,2.5,12.9,20.0,31.5,11.4,88.3,46.6,6.0,4.5,0.9,9.2,12.4,140400,46198,8.3,0.02906946221740985
MN_08_2010,MN,8,2010,49.2,8.5,11.3,42.2,3.2,13.9,20.7,31.9,12.1,86.6,14.8,3.0,5.9,0.8,10.0,13.7,161000,45294,8.7,0.015274742500945163
MS_01_2010,MS,1,2010,51.6,10.4,11.9,36.9,1.4,11.2,17.1,49.0,9.1,86.3,57.2,3.3,7.3,0.2,17.5,20.4,102500,38259,14.2,0.019136066491014746
MS_02_2010,MS,2,2010,51.8,11.0,12.7,34.4,2.1,13.0,18.8,78.4,6.9,87.5,47.5,3.4,9.1,0.5,20.9,29.8,80000,30547,23.8,0.02027058864658557
MS_03_2010,MS,3,2010,51.8,10.4,12.8,36.7,1.5,12.2,23.0,32.1,8.6,85.0,52.0,3.5,5.6,0.3,15.6,19.5,97900,38457,14.1,0.01839832246617995
MS_04_2010,MS,4,2010,50.7,10.3,13.3,36.4,2.0,12.2,19.0,50.6,12.2,84.0,50.7,4.3,6.9,0.7,19.1,20.8,115700,40201,15.0,0.02669993575281268
MO_01_2010,MO,1,2010,53.2,10.5,13.5,36.5,2.4,16.2,26.1,61.2,9.7,82.7,20.9,6.6,10.2,7.6,15.0,21.3,113600,37440,20.6,0.05093415374923265
MO_02_2010,MO,2,2010,51.7,7.8,12.1,39.1,1.4,9.6,42.7,16.0,9.6,88.7,18.2,7.6,5.4,0.4,6.5,5.4,218100,70146,4.8,0.05923185029975147
MO_03_2010,MO,3,2010,50.9,9.6,15.2,37.6,3.1,14.4,29.1,29.6,9.5,83.6,15.6,8.8,7.3,2.4,12.9,13.7,161900,48868,13.7,0.07016898400094022
MO_04_2010,MO,4,2010,49.8,10.2,11.9,38.7,2.2,11.9,18.2,29.8,14.0,83.7,42.4,5.5,4.8,0.5,14.0,15.3,119400,42113,12.9,0.028066215994001758
MO_05_2010,MO,5,2010,51.8,9.5,14.5,36.2,2.5,14.8,26.9,50.2,10.1,83.3,57.3,9.4,7.5,2.8,17.1,17.8,130800,43525,14.0,0.06418574543586013
MO_06_2010,MO,6,2010,50.7,9.2,12.9,38.1,2.2,11.8,24.3,36.8,11.3,83.3,29.2,5.3,5.1,0.6,10.2,11.7,137300,50464,9.4,0.03404753155396234
MO_07_2010,MO,7,2010,51.0,10.7,12.7,37.5,2.2,12.9,21.6,31.7,11.3,81.5,49.9,5.2,6.4,0.5,16.9,17.7,118300,38404,13.5,0.02808570917586676
MO_08_2010,MO,8,2010,50.1,9.6,11.8,40.0,1.9,10.8,15.6,41.7,11.4,83.6,27.5,2.5,5.7,0.3,14.9,19.8,96200,35288,19.8,0.011533071248647801
MO_09_2010,MO,9,2010,50.9,12.0,12.0,38.0,2.6,11.5,25.2,37.5,10.7,84.6,21.3,4.4,5.6,0.2,11.6,16.2,135200,41829,12.4,0.024351085744159142
MT_01_2010,MT,1,2010,49.6,9.6,12.2,40.1,2.6,14.2,28.8,28.0,12.5,84.0,11.2,4.6,4.8,0.8,17.3,14.6,181200,42666,9.2,0.020632074218198786
NE_01_2010,NE,1,2010,50.4,11.3,13.1,36.0,2.2,12.8,28.2,37.8,10.5,82.0,43.3,10.2,4.7,0.5,10.1,13.1,133600,49602,8.4,0.06425047303809454
NE_02_2010,NE,2,2010,50.7,10.3,15.4,33.4,2.3,13.3,36.2,31.0,10.5,81.2,51.2,12.4,5.6,0.9,12.2,13.5,146600,52306,10.1,0.08713505815333492
NE_03_2010,NE,3,2010,50.3,8.6,10.8,40.5,2.2,13.2,20.9,28.2,10.9,86.3,81.6,8.2,3.5,0.3,12.4,12.1,94800,43757,8.9,0.04238745932714409
NV_01_2010,NV,1,2010,49.6,10.0,14.6,33.9,2.6,15.9,16.6,49.0,9.5,74.4,69.9,37.9,10.4,5.5,27.3,19.7,144600,43916,14.7,0.3235102218355807
NV_02_2010,NV,2,2010,49.1,9.4,12.6,39.0,2.9,14.4,22.0,34.5,14.0,77.5,60.2,19.5,9.2,2.1,21.0,15.1,193000,49352,9.1,0.13572274433040976
NV_03_2010,NV,3,2010,49.8,8.6,15.4,36.4,3.0,12.3,25.0,26.4,10.6,76.3,44.1,28.8,8.4,2.7,20.4,11.1,186300,57239,6.9,0.2492124890525384
NH_01_2010,NH,1,2010,51.3,9.1,11.3,41.4,3.4,10.9,32.9,34.8,11.1,85.0,19.6,7.7,5.3,1.1,12.0,7.7,245900,61948,8.4,0.05688087865112117
NH_02_2010,NH,2,2010,50.4,9.6,10.5,41.1,3.1,11.6,32.6,31.1,11.2,86.6,21.0,7.8,5.6,0.7,10.2,8.9,239700,59729,8.2,0.054979934505458676
NJ_01_2010,NJ,1,2010,51.5,9.6,13.3,37.3,2.6,11.9,25.5,42.0,9.4,88.4,43.6,16.3,9.0,6.7,11.9,11.6,214200,58089,8.8,0.08844553139939298
NJ_02_2010,NJ,2,2010,50.8,9.0,11.3,40.3,2.3,11.5,22.5,38.3,8.7,90.0,52.3,18.1,8.1,3.7,12.7,12.5,235300,55993,9.2,0.11893684498607467
NJ_03_2010,NJ,3,2010,52.1,7.2,10.7,42.9,1.8,9.5,33.6,17.1,10.9,90.9,27.5,12.1,5.9,3.2,8.2,6.3,273700,70743,3.5,0.09526487712982226
NJ_04_2010,NJ,4,2010,51.1,8.2,11.3,39.7,1.8,10.2,29.4,20.0,9.4,91.6,50.0,17.7,6.7,3.8,9.9,10.5,302000,64265,5.7,0.14190108713842306
NJ_05_2010,NJ,5,2010,51.6,6.8,9.0,42.6,1.3,8.6,44.0,15.6,6.9,93.5,19.6,20.7,6.5,7.8,8.6,4.9,425900,90587,2.7,0.18455236397852046
NJ_06_2010,NJ,6,2010,50.8,12.3,14.3,35.7,2.1,11.4,35.9,33.8,6.1,86.4,46.5,31.4,7.1,9.6,15.7,10.3,344500,69417,5.1,0.32027445860302317
NJ_07_2010,NJ,7,2010,50.8,6.5,10.9,41.4,1.6,8.3,47.7,17.0,6.7,91.6,30.0,27.2,5.9,7.4,8.6,4.4,408900,94843,2.7,0.25501758780778666
NJ_08_2010,NJ,8,2010,51.6,9.9,12.8,37.4,1.8,11.3,33.9,21.5,4.3,91.5,61.4,45.4,6.0,13.2,16.3,13.4,379900,60473,9.4,0.41032027713429536
NJ_09_2010,NJ,9,2010,51.6,8.4,14.9,38.8,1.6,12.1,35.5,29.0,4.4,91.5,41.9,50.3,6.4,17.6,18.8,9.4,389100,61224,6.0,0.5697904431488121
NJ_10_2010,NJ,10,2010,53.3,10.4,13.7,34.9,2.5,12.8,22.5,55.8,4.9,86.3,65.2,33.9,12.3,20.0,19.8,20.1,297900,45313,15.7,0.3702965054329309
NJ_11_2010,NJ,11,2010,51.2,7.1,9.9,41.3,1.3,9.8,48.9,14.7,6.5,91.9,32.6,23.1,5.8,4.0,8.2,5.4,444200,93514,2.1,0.2176183597263485
NJ_12_2010,NJ,12,2010,51.1,7.9,10.8,40.7,1.7,9.5,48.9,27.7,6.5,89.6,18.7,26.8,6.1,10.5,7.9,5.6,384700,86685,3.8,0.2747414218434627
NJ_13_2010,NJ,13,2010,49.9,10.3,21.2,33.3,2.9,13.7,29.7,36.2,2.6,87.0,67.1,64.4,8.2,34.1,26.3,19.5,334300,49264,14.0,0.7104552293383698
NM_01_2010,NM,1,2010,51.0,10.4,14.3,36.3,3.4,13.1,30.4,42.3,10.8,85.0,74.5,33.3,5.6,2.2,17.6,18.0,187600,46811,11.7,0.1302114492006189
NM_02_2010,NM,2,2010,50.3,10.3,12.4,36.7,2.0,13.0,18.8,41.7,12.7,84.5,87.6,41.1,6.2,0.4,20.4,22.7,115800,36439,15.9,0.13286618021439092
NM_03_2010,NM,3,2010,50.3,9.2,11.6,37.4,2.7,13.2,25.3,45.3,11.4,85.9,75.3,35.5,5.2,0.7,20.9,20.8,168200,43179,11.7,0.07003735014478427
NY_01_2010,NY,1,2010,51.0,9.1,11.4,39.9,2.2,8.6,34.0,17.3,8.7,92.1,44.5,15.3,4.8,4.0,9.8,7.1,381400,80674,5.0,0.11079933119810276
NY_02_2010,NY,2,2010,50.7,8.2,11.1,39.6,1.4,7.1,33.9,27.1,6.8,93.3,63.5,26.7,6.2,7.4,11.0,5.2,416400,84909,5.0,0.24469326806279854
NY_03_2010,NY,3,2010,51.2,7.7,10.3,42.6,1.2,8.3,37.2,16.9,7.6,94.6,40.5,19.1,4.6,11.0,8.1,4.6,440800,92064,3.2,0.16523190426756212
NY_04_2010,NY,4,2010,51.8,9.6,11.7,39.5,1.5,8.0,36.1,22.8,5.9,92.2,64.2,33.3,6.3,17.0,13.5,7.5,433500,82102,5.2,0.3413012769577745
NY_05_2010,NY,5,2010,50.4,9.3,13.6,40.0,1.5,9.1,37.2,29.7,3.6,89.1,32.4,64.4,6.2,42.1,17.9,13.1,594200,61429,10.9,0.9256321411185247
NY_06_2010,NY,6,2010,53.2,11.3,13.7,36.9,1.5,8.3,22.6,37.2,3.6,90.0,76.9,35.9,8.2,43.7,16.8,14.9,421400,55769,20.3,0.7960220025510204
NY_07_2010,NY,7,2010,52.0,9.0,16.2,36.9,2.6,13.2,24.1,38.7,4.1,89.9,56.3,61.7,6.6,57.3,18.7,18.3,418400,45918,17.7,0.7113273533888151
NY_08_2010,NY,8,2010,51.3,9.6,19.7,36.7,3.4,19.4,54.7,15.9,2.9,85.0,14.7,48.1,5.6,52.7,10.0,18.3,752800,63146,12.3,0.5117511219747641
NY_09_2010,NY,9,2010,52.0,8.0,14.0,40.3,1.4,12.3,37.6,13.4,3.8,91.1,22.9,55.0,6.1,47.9,11.3,12.7,512800,54716,10.8,0.7258509954184866
NY_10_2010,NY,10,2010,54.1,11.9,16.1,32.3,1.9,11.2,25.1,47.9,2.5,90.6,77.9,32.3,6.7,60.8,12.7,26.3,495100,41602,24.4,0.43363314595044766
NY_11_2010,NY,11,2010,54.9,10.9,17.1,33.9,2.6,11.9,32.2,35.1,2.1,89.1,74.5,30.7,7.9,68.7,15.5,21.6,581300,45070,21.5,0.6451243697393308
NY_12_2010,NY,12,2010,50.1,11.2,22.3,32.9,3.2,12.2,28.6,41.7,2.2,88.9,50.5,65.0,7.1,62.9,21.2,24.4,593400,41891,23.5,0.6673588879015472
NY_13_2010,NY,13,2010,51.3,8.6,13.6,39.2,1.6,9.8,29.0,24.5,5.5,94.1,18.2,39.4,5.2,37.1,9.2,12.4,481200,60445,10.8,0.3788176402863293
NY_14_2010,NY,14,2010,54.3,10.3,24.5,36.0,3.0,17.8,64.1,16.6,3.7,80.5,26.2,37.6,5.6,55.6,9.9,11.1,765600,75348,6.2,0.40454872606880665
NY_15_2010,NY,15,2010,52.0,13.6,18.5,34.6,2.2,15.8,37.4,40.7,2.6,84.9,71.9,51.5,7.3,70.1,15.3,24.0,587700,39745,24.7,0.493310442550205
NY_16_2010,NY,16,2010,53.4,13.0,14.9,29.9,2.8,12.3,9.6,64.0,2.1,87.8,86.0,67.6,11.1,65.7,17.1,38.9,362100,23773,51.4,0.5515701289005464
NY_17_2010,NY,17,2010,53.1,9.9,12.9,35.6,2.1,12.6,31.4,40.1,4.6,90.4,64.3,39.6,7.2,31.7,13.2,17.2,426500,53673,16.8,0.4605603062875561
NY_18_2010,NY,18,2010,51.4,8.3,11.3,40.0,1.4,9.0,48.6,25.0,5.7,89.8,52.3,34.2,5.2,20.5,11.0,7.9,565600,84607,4.4,0.33220881169659505
NY_19_2010,NY,19,2010,50.1,8.9,10.4,39.9,1.7,10.0,37.2,8.3,8.2,91.6,44.4,20.0,5.5,7.4,9.0,7.3,354900,77920,4.8,0.14211159445949278
NY_20_2010,NY,20,2010,50.0,8.5,10.2,43.0,3.1,12.5,29.2,24.3,11.3,89.8,25.1,6.0,5.6,1.1,9.3,7.9,213500,58359,7.4,0.04376264646369583
NY_21_2010,NY,21,2010,51.1,12.0,12.6,38.7,3.1,15.3,30.6,32.3,9.2,86.6,27.1,9.8,6.1,3.8,9.8,14.7,175900,50627,12.5,0.08100516379638614
NY_22_2010,NY,22,2010,50.6,13.2,11.3,39.3,2.9,14.2,27.1,42.7,8.6,83.5,48.4,15.6,6.3,3.5,11.4,16.9,195600,47836,13.8,0.10983240956347774
NY_23_2010,NY,23,2010,49.4,11.8,12.2,38.3,3.5,13.0,20.6,34.0,10.8,84.4,22.1,5.7,6.1,0.3,10.5,14.6,107000,43709,14.8,0.03808426957489149
NY_24_2010,NY,24,2010,50.2,11.0,11.1,40.9,3.2,11.8,22.2,36.4,10.2,85.0,18.9,8.1,5.3,1.1,9.2,13.8,107200,47477,13.3,0.05099938968568813
NY_25_2010,NY,25,2010,51.8,10.1,11.5,39.8,2.9,13.5,32.3,35.1,8.8,85.5,20.6,9.6,5.1,1.7,8.9,12.4,133200,51597,10.3,0.0684394343483471
NY_26_2010,NY,26,2010,51.2,10.1,11.0,41.2,2.6,11.7,30.8,36.5,9.8,87.6,17.2,7.8,5.0,0.8,6.6,10.0,132000,52868,8.5,0.06443124245984747
NY_27_2010,NY,27,2010,51.1,10.3,11.7,41.1,2.8,15.0,24.5,29.4,10.6,87.7,18.0,9.5,6.1,2.7,8.8,14.7,109600,45274,14.5,0.05443044304430443
NY_28_2010,NY,28,2010,52.4,12.0,12.7,36.9,2.6,16.6,25.6,62.3,8.2,83.7,26.9,11.1,7.4,6.3,9.9,23.6,97000,35726,22.9,0.07753976579999433
NY_29_2010,NY,29,2010,50.2,10.2,10.6,40.7,2.9,12.5,30.9,23.9,10.2,87.9,11.8,7.5,5.0,1.0,9.1,11.6,117100,51871,9.1,0.048065126810021015
NC_01_2010,NC,1,2010,52.0,10.3,11.2,39.4,2.0,10.6,13.4,67.5,10.0,85.5,74.4,5.6,9.7,0.5,18.4,25.6,94500,32370,24.9,0.03470372446367045
NC_02_2010,NC,2,2010,50.7,12.3,13.0,34.4,1.8,11.1,18.8,44.8,11.0,83.7,77.0,13.2,7.8,0.7,17.6,19.2,130800,41233,14.9,0.08145702636028901
NC_03_2010,NC,3,2010,49.4,13.4,13.7,35.1,2.2,11.9,23.2,24.0,14.0,80.6,63.1,7.6,6.5,0.6,15.8,14.5,155100,45390,9.5,0.053688909942057814
NC_04_2010,NC,4,2010,51.5,9.6,14.8,35.3,2.4,10.9,51.6,27.3,7.2,81.7,37.6,16.2,6.4,2.4,12.7,12.2,246200,63543,7.0,0.1460934339751404
NC_05_2010,NC,5,2010,51.3,9.2,10.8,40.8,1.5,12.1,23.5,36.2,9.3,89.1,66.8,7.8,7.3,0.4,15.2,17.4,144400,40801,9.5,0.05600599896892722
NC_06_2010,NC,6,2010,51.4,8.3,11.4,40.2,1.7,10.5,25.7,20.4,10.2,88.8,63.0,9.8,7.5,0.2,15.7,14.9,155500,46040,10.8,0.07299954888592809
NC_07_2010,NC,7,2010,51.2,9.7,12.7,38.7,2.1,12.1,22.9,54.1,11.2,85.7,67.3,8.7,7.6,0.3,18.9,20.8,152600,40171,16.8,0.060310564417195435
NC_08_2010,NC,8,2010,52.0,9.8,14.5,34.7,2.4,12.7,20.1,46.7,11.5,82.9,65.3,13.4,8.8,1.5,18.3,19.0,130700,41256,16.5,0.09181529912537874
NC_09_2010,NC,9,2010,52.0,7.1,13.6,36.6,1.9,10.3,39.3,22.9,8.9,84.7,48.8,12.5,8.1,1.4,14.1,10.6,202100,59081,8.5,0.10213804983782274
NC_10_2010,NC,10,2010,50.9,8.5,11.1,40.4,2.3,11.6,18.5,40.2,9.8,87.3,61.2,7.1,8.8,0.3,16.0,16.5,126100,40262,12.9,0.045084562022018465
NC_11_2010,NC,11,2010,51.5,8.4,11.0,43.4,2.5,12.9,25.5,34.1,12.1,86.5,46.8,7.4,6.9,0.5,17.9,17.3,166700,39650,12.4,0.05096297442182861
NC_12_2010,NC,12,2010,51.6,12.0,15.4,33.2,2.7,13.4,23.3,53.5,8.1,80.5,61.7,15.1,10.4,2.9,20.3,24.5,127800,36266,18.8,0.12441852105102942
NC_13_2010,NC,13,2010,51.4,11.0,14.9,35.3,2.0,13.2,29.9,37.6,8.7,82.9,52.9,14.9,7.9,1.3,18.4,18.0,159400,43866,11.8,0.12776360260229505
ND_01_2010,ND,1,2010,49.1,12.0,13.2,37.4,2.7,15.5,27.6,29.2,10.0,83.6,7.2,5.1,2.7,0.7,9.8,13.0,123000,48670,8.2,0.025292615450095764
OH_01_2010,OH,1,2010,51.9,11.5,13.7,35.2,2.3,14.1,23.8,49.2,9.4,82.0,26.4,6.6,7.6,4.7,13.7,21.9,130000,39847,17.1,0.04769863224220071
OH_02_2010,OH,2,2010,51.0,7.6,12.5,39.3,1.8,11.0,34.3,22.2,9.6,87.7,12.2,5.7,6.2,1.0,10.8,10.6,162500,56052,8.9,0.04691247376836215
OH_03_2010,OH,3,2010,51.1,9.1,11.8,39.4,2.3,13.6,24.5,43.9,10.6,84.8,22.4,4.4,7.4,1.6,11.9,15.5,129500,43212,14.1,0.030778224780408616
OH_04_2010,OH,4,2010,50.0,9.1,11.7,39.6,2.7,11.6,15.8,37.6,10.8,85.1,21.0,3.2,6.9,0.3,12.8,15.5,115300,43186,14.2,0.012018661563961934
OH_05_2010,OH,5,2010,50.9,9.5,11.3,39.5,2.3,11.1,17.5,34.7,10.3,85.4,46.0,3.8,7.6,0.2,10.6,13.6,116400,45123,11.8,0.018855980845550853
OH_06_2010,OH,6,2010,50.7,10.4,10.9,41.5,2.4,12.4,17.5,37.0,10.6,87.0,15.5,2.5,6.2,0.7,11.8,16.7,98800,38543,15.5,0.013640191580473878
OH_07_2010,OH,7,2010,50.5,10.1,12.3,38.4,2.9,10.9,21.9,44.9,12.0,86.1,39.9,5.0,6.5,0.6,13.0,15.6,135500,46633,15.3,0.03983042944522666
OH_08_2010,OH,8,2010,51.1,9.7,12.0,37.7,2.3,10.6,22.6,33.3,10.6,85.1,30.8,5.2,7.4,0.9,11.3,14.3,135700,48985,12.1,0.03996383844292589
OH_09_2010,OH,9,2010,51.1,10.0,12.1,39.2,2.5,14.5,22.8,53.7,10.0,84.9,26.5,5.2,8.5,0.9,13.3,17.4,122600,41066,15.6,0.03635945751883988
OH_10_2010,OH,10,2010,51.5,8.6,13.0,40.5,2.7,16.6,27.0,39.1,9.7,85.0,14.0,14.0,8.1,4.0,12.4,14.2,132500,44192,12.6,0.09084519127897848
OH_11_2010,OH,11,2010,54.0,9.8,12.7,38.6,2.4,16.4,27.0,73.1,8.8,82.2,12.9,8.5,9.5,9.1,14.0,25.0,106600,32373,24.0,0.05923114132134594
OH_12_2010,OH,12,2010,51.7,8.9,13.6,35.9,2.7,11.6,37.5,47.6,8.3,82.4,20.3,10.6,7.1,1.5,10.4,15.1,177500,55411,14.7,0.09240825052230253
OH_13_2010,OH,13,2010,51.8,7.4,11.5,40.9,2.2,12.9,27.2,43.8,10.5,88.8,13.4,7.9,7.2,1.2,10.9,14.7,150200,47483,13.8,0.044257166174120816
OH_14_2010,OH,14,2010,50.7,7.4,10.5,42.1,2.2,11.9,29.9,26.9,10.2,90.6,14.9,8.2,6.0,0.7,9.8,8.9,173200,56087,7.8,0.04961903351088154
OH_15_2010,OH,15,2010,50.7,13.0,17.3,33.3,3.4,14.5,35.2,30.9,7.8,78.8,27.4,10.2,7.4,2.4,13.1,17.5,161800,49672,12.3,0.08360936917176497
OH_16_2010,OH,16,2010,51.3,8.9,10.7,40.7,2.3,11.4,22.5,41.6,11.1,87.0,12.8,5.9,7.1,0.8,13.1,13.2,139100,46099,11.6,0.022233440906889113
OH_17_2010,OH,17,2010,51.5,11.4,11.6,40.4,2.5,13.2,19.0,46.6,11.0,86.6,18.2,5.6,8.8,1.1,12.4,19.5,104000,39734,16.0,0.028972547922109612
OH_18_2010,OH,18,2010,50.6,8.6,11.7,39.6,2.0,11.1,14.1,29.7,11.5,88.5,28.7,6.8,6.8,0.3,17.2,18.7,110000,39155,17.7,0.009619043950541197
OK_01_2010,OK,1,2010,51.4,9.2,14.0,35.9,1.9,13.0,27.4,28.9,10.2,83.3,61.1,10.2,5.5,0.8,18.5,15.3,134300,45677,11.5,0.07243245846785447
