,state,district,year,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
NY_10_2014,NY,10,2014,51.0,8.2,20.3,35.7,2.6,17.9,60.1,18.8,2.3,86.0,19.0,45.8,3.5,56.3,6.9,16.9,869700,81267,12.1,0.4732102521458584
NY_11_2014,NY,11,2014,51.8,8.6,13.8,39.3,1.5,10.5,33.4,35.3,4.0,93.5,17.3,40.8,4.0,38.0,8.0,16.8,465600,62756,15.6,0.41847726394585966
NY_12_2014,NY,12,2014,52.5,8.5,28.1,35.5,3.2,20.5,71.8,21.7,2.3,80.7,24.9,32.3,3.9,57.8,7.3,11.7,867600,94127,6.3,0.36456140547843185
NY_13_2014,NY,13,2014,52.7,11.5,18.4,34.4,1.8,14.2,28.8,48.3,2.0,88.3,75.4,59.8,7.1,71.5,12.1,29.8,418100,37546,31.1,0.5761148377034877
NY_14_2014,NY,14,2014,49.4,9.5,19.2,35.5,2.6,11.7,25.9,28.6,2.2,89.1,56.9,69.0,5.1,60.1,17.8,17.6,438700,51650,17.4,0.8577174844376184
NY_15_2014,NY,15,2014,53.7,12.8,15.4,30.6,1.7,13.5,12.6,55.5,1.8,91.2,82.5,67.5,6.8,67.5,15.7,41.0,346800,24429,48.5,0.5510446466378179
NY_16_2014,NY,16,2014,52.5,9.3,12.5,38.9,1.9,12.2,38.6,39.7,3.9,90.3,61.9,34.2,5.7,35.5,9.3,13.9,436000,63143,14.3,0.4210408898855828
NY_17_2014,NY,17,2014,51.4,9.1,11.3,39.1,1.2,9.0,46.2,23.8,4.1,89.4,60.3,35.7,4.0,14.1,8.6,11.0,449500,91073,7.9,0.3086709766045431
NY_18_2014,NY,18,2014,50.1,10.5,10.7,39.6,2.0,11.1,35.0,24.4,6.6,91.2,53.7,21.7,4.3,7.4,6.8,10.9,287800,77110,8.5,0.13721461655930653
NY_19_2014,NY,19,2014,50.3,10.2,10.9,44.3,2.9,12.5,27.2,40.5,8.2,88.6,35.1,9.2,4.4,2.1,7.3,11.8,195000,56626,11.3,0.07244967657611404
NY_20_2014,NY,20,2014,51.4,12.1,12.8,39.1,2.9,14.4,36.9,41.5,7.0,86.2,24.7,10.7,4.0,4.1,5.4,12.7,197500,61584,12.9,0.08546039907366952
NY_21_2014,NY,21,2014,48.7,11.0,12.6,40.3,3.5,12.5,23.6,30.7,10.0,83.9,22.7,5.4,4.3,0.8,7.2,14.9,138800,51653,15.6,0.03803893832097774
NY_22_2014,NY,22,2014,50.7,11.8,11.4,41.4,3.5,13.2,23.3,45.4,8.7,87.3,14.3,8.0,3.9,1.8,5.7,16.0,110000,48538,16.9,0.05428321912009767
NY_23_2014,NY,23,2014,50.2,12.9,11.8,40.0,4.0,13.6,25.4,43.2,9.1,85.0,19.1,6.9,4.1,1.6,7.4,17.2,99500,46797,15.1,0.039675921621495976
NY_24_2014,NY,24,2014,51.1,10.8,12.6,39.4,3.2,13.1,30.0,48.6,8.0,85.7,19.2,8.3,4.9,2.7,6.0,16.1,125800,51649,15.1,0.060019890527988284
NY_25_2014,NY,25,2014,51.8,10.8,13.8,38.8,2.9,14.4,36.0,45.5,6.2,86.1,23.6,12.8,4.7,3.2,4.9,14.5,137000,50888,14.9,0.08903904810799385
NY_26_2014,NY,26,2014,51.7,11.0,14.8,38.9,3.0,16.5,29.6,49.8,7.6,87.5,11.2,11.7,4.0,4.5,5.4,18.8,110500,43365,20.8,0.08862165673145798
NY_27_2014,NY,27,2014,50.7,8.8,10.8,43.7,2.6,12.1,27.2,30.8,8.4,89.6,27.2,4.4,3.4,1.0,5.2,9.8,142000,59377,9.9,0.033499922136797
NC_01_2014,NC,1,2014,52.4,11.4,13.3,37.6,2.5,13.4,19.6,57.9,7.9,84.0,66.0,9.6,6.6,2.4,15.4,25.1,104000,33955,23.8,0.06798214401242156
NC_02_2014,NC,2,2014,50.3,9.0,13.6,36.4,1.9,11.4,29.9,30.0,11.2,85.4,48.8,13.1,4.5,0.7,12.0,15.6,157900,50390,14.1,0.09198814311146067
NC_03_2014,NC,3,2014,49.3,14.5,13.8,34.8,2.2,12.4,22.9,30.2,13.4,80.6,65.4,7.6,5.9,0.3,12.8,16.3,156800,46272,14.6,0.04062482448558008
NC_04_2014,NC,4,2014,51.3,13.8,17.0,33.1,2.4,13.9,41.0,31.9,8.5,78.0,42.7,18.7,4.4,2.7,13.9,18.1,181700,47954,12.2,0.15869401257414759
NC_05_2014,NC,5,2014,51.5,10.7,11.2,40.3,1.9,12.2,26.0,29.6,8.2,85.5,67.3,10.3,5.6,0.4,12.1,19.1,145800,44546,12.6,0.06929441360290188
NC_06_2014,NC,6,2014,52.0,8.9,11.2,42.1,1.5,12.0,28.3,29.9,8.3,89.4,45.1,8.8,4.1,0.5,11.1,13.7,153900,48558,12.0,0.07257124274152664
NC_07_2014,NC,7,2014,51.2,8.2,11.0,41.4,2.2,11.2,23.7,41.4,10.3,86.7,75.9,8.9,4.5,0.5,13.9,19.5,151800,44557,15.6,0.06199731857403142
NC_08_2014,NC,8,2014,50.7,8.8,12.4,39.0,2.0,11.6,18.2,45.7,8.3,87.7,72.2,10.3,6.2,0.4,14.3,19.5,124300,42357,17.6,0.06713782433774716
NC_09_2014,NC,9,2014,51.8,6.9,12.9,38.3,1.8,10.2,49.3,20.8,6.9,84.4,41.8,13.0,4.6,1.5,9.3,8.3,233300,73755,5.5,0.10989619339041916
NC_10_2014,NC,10,2014,51.8,8.7,11.4,41.9,2.2,11.9,23.4,51.3,8.2,88.5,60.7,7.3,5.0,0.4,13.0,16.7,137200,42820,15.6,0.051596579806399874
NC_11_2014,NC,11,2014,51.0,8.7,10.3,44.4,1.8,12.0,23.8,34.9,9.7,86.8,60.1,6.4,3.9,0.4,14.0,16.8,154400,40963,13.8,0.04678491585178898
NC_12_2014,NC,12,2014,52.0,12.9,16.9,32.2,2.6,15.2,24.6,53.0,6.4,79.0,57.3,19.8,7.6,4.2,17.6,25.7,117900,38564,22.9,0.16286690215344893
NC_13_2014,NC,13,2014,51.5,7.4,12.0,39.0,1.9,9.4,40.4,27.1,8.6,86.3,50.2,11.2,3.9,0.1,10.9,10.6,201600,64299,7.6,0.08721273912602885
ND_01_2014,ND,1,2014,49.1,12.6,14.6,35.1,3.0,16.3,27.4,27.3,8.9,82.5,14.0,5.5,2.1,0.7,7.9,11.5,161800,59029,8.2,0.033766328173928606
OH_01_2014,OH,1,2014,51.0,9.9,13.3,36.6,2.6,14.0,33.0,40.2,7.4,84.2,20.4,7.6,5.6,3.5,8.0,15.9,147500,52182,14.3,0.05477646242574043
OH_02_2014,OH,2,2014,51.3,8.0,13.4,39.4,2.5,12.9,30.2,43.4,7.9,86.9,18.7,3.8,4.3,1.6,8.9,15.0,137600,51937,14.8,0.03013695124603882
OH_03_2014,OH,3,2014,51.9,11.8,18.3,31.9,3.2,15.5,27.3,46.5,7.2,77.3,23.7,14.0,5.1,3.3,12.4,23.5,113700,41684,21.9,0.12975191781436454
OH_04_2014,OH,4,2014,49.9,9.0,11.6,40.9,2.8,12.8,16.5,42.9,8.9,85.3,20.9,3.5,4.2,0.4,7.6,15.7,114300,47253,13.3,0.01678693483747325
OH_05_2014,OH,5,2014,51.1,10.3,11.5,39.9,2.6,11.9,26.2,33.4,8.2,85.2,20.6,4.7,3.3,0.5,6.0,12.7,124600,52896,10.7,0.028350254235856548
OH_06_2014,OH,6,2014,50.2,8.1,11.2,43.1,2.8,12.7,16.0,44.3,9.6,88.3,16.4,2.0,4.7,0.3,9.0,16.9,99700,43492,17.6,0.010281848098828088
OH_07_2014,OH,7,2014,50.8,9.1,11.1,41.0,2.4,11.9,18.5,34.1,9.1,87.2,34.0,7.9,3.8,0.7,10.5,14.4,128300,48962,13.3,0.018421614094977147
OH_08_2014,OH,8,2014,50.9,10.1,11.6,38.8,2.7,12.7,23.0,43.9,8.9,83.4,30.7,5.0,4.2,0.5,7.7,14.5,133600,51699,13.7,0.040451420873249815
OH_09_2014,OH,9,2014,51.5,9.9,13.6,38.1,3.3,17.2,21.6,51.3,7.9,81.8,22.7,10.0,5.9,2.8,8.7,21.6,95600,40137,21.4,0.044277250679326835
OH_10_2014,OH,10,2014,51.5,10.2,13.0,39.4,2.3,15.0,28.0,53.6,11.0,81.9,18.0,5.8,5.1,1.9,9.1,18.2,117800,45749,14.8,0.04528948727021712
OH_11_2014,OH,11,2014,53.0,10.7,13.4,38.1,2.5,18.8,26.2,74.1,6.9,83.0,17.4,8.0,8.4,8.0,9.3,28.2,92300,33113,27.5,0.05544377038152096
OH_12_2014,OH,12,2014,50.2,8.3,12.6,38.3,2.6,12.0,40.4,21.8,8.1,84.8,13.1,5.8,3.1,1.0,6.2,10.3,185600,68142,9.2,0.04869207923126969
OH_13_2014,OH,13,2014,51.5,10.6,12.6,41.2,3.2,15.3,21.5,60.1,9.6,86.3,13.3,4.8,4.7,1.2,8.7,18.2,95800,41498,17.7,0.03453718073493437
OH_14_2014,OH,14,2014,51.2,7.9,10.1,43.8,2.3,11.7,33.2,35.0,8.2,89.9,12.8,8.6,3.4,0.6,7.4,9.4,165200,61602,8.3,0.053241257054054726
OH_15_2014,OH,15,2014,49.4,10.0,13.4,38.6,3.1,12.5,30.7,36.2,8.6,84.9,18.7,4.7,3.8,0.8,7.1,12.2,155200,56396,12.4,0.03742902152984422
OH_16_2014,OH,16,2014,51.4,8.1,11.5,42.9,2.3,11.4,32.7,20.7,8.3,89.3,12.7,9.1,3.3,1.0,7.3,7.6,158600,60543,7.1,0.05203368910186597
OK_01_2014,OK,1,2014,51.2,9.1,14.2,36.0,2.3,12.8,29.5,37.5,8.3,81.5,59.6,12.1,3.4,0.6,14.5,14.1,138100,51271,12.4,0.08132200696084593
OK_02_2014,OK,2,2014,50.3,9.3,11.5,40.1,2.0,12.0,16.1,42.7,10.0,85.0,63.1,5.1,3.5,0.3,19.5,20.8,92600,38723,18.0,0.021155352169264608
OK_03_2014,OK,3,2014,49.7,11.2,12.9,36.2,1.9,12.6,22.0,32.8,8.8,84.0,61.3,8.5,3.1,0.3,13.3,14.9,108600,48959,11.1,0.04639927159783796
OK_04_2014,OK,4,2014,50.1,12.0,14.0,35.0,2.2,12.1,23.6,30.3,11.5,80.3,43.4,7.8,3.1,0.3,12.7,14.1,127700,52243,12.4,0.04665776865438524
OK_05_2014,OK,5,2014,51.1,9.5,15.3,34.8,2.4,14.8,29.4,45.1,8.9,80.7,62.4,16.2,4.0,0.6,16.9,19.1,132500,46954,15.1,0.11704379515968169
OR_01_2014,OR,1,2014,50.8,8.2,14.5,37.5,2.7,12.1,38.1,39.1,8.3,80.7,42.5,20.4,4.5,5.6,9.5,13.1,283000,62883,13.8,0.16387374975811086
OR_02_2014,OR,2,2014,50.4,8.1,11.9,41.7,3.2,12.3,23.4,44.1,11.4,81.9,69.8,11.4,4.4,1.0,11.1,18.4,198600,44269,21.1,0.07067181716021012
OR_03_2014,OR,3,2014,50.2,8.7,17.6,37.2,4.0,14.1,37.4,39.5,6.9,80.7,31.6,20.1,5.2,10.4,9.6,18.2,283300,53293,20.3,0.15564096941868413
OR_04_2014,OR,4,2014,50.5,11.7,11.8,42.0,3.5,12.8,26.0,31.8,11.3,80.6,34.3,7.5,5.0,2.4,8.9,19.3,201000,43696,20.9,0.05306783575392143
OR_05_2014,OR,5,2014,50.8,9.2,12.2,39.3,2.3,10.7,28.7,23.5,9.7,83.1,59.5,17.6,4.9,2.5,9.6,13.9,239900,53287,18.5,0.11252118596819875
PA_01_2014,PA,1,2014,51.4,9.5,19.0,34.1,2.5,17.3,26.1,46.1,5.1,86.4,28.1,23.7,7.3,25.6,13.5,25.2,136300,41704,24.9,0.15353896266034753
PA_02_2014,PA,2,2014,54.9,14.5,17.1,32.9,2.3,16.2,33.3,72.0,5.1,84.5,29.2,12.4,7.9,31.2,10.2,27.3,145800,38136,25.0,0.08946509387224136
PA_03_2014,PA,3,2014,50.8,9.4,11.3,42.6,2.5,12.5,24.6,33.5,9.7,88.2,15.5,5.0,3.7,1.1,8.3,13.3,121700,47498,14.4,0.02860461165332927
PA_04_2014,PA,4,2014,50.7,9.1,12.3,40.9,2.9,11.2,25.9,31.6,9.0,85.8,33.5,8.4,3.8,1.4,7.2,11.5,171500,58161,11.0,0.05307497647243067
PA_05_2014,PA,5,2014,49.1,13.3,11.7,40.9,2.5,13.2,23.1,29.7,9.4,84.8,20.7,5.1,3.5,1.3,7.4,15.7,114900,46418,12.4,0.0380220812570106
PA_06_2014,PA,6,2014,51.0,8.8,11.6,40.8,2.2,10.0,42.5,22.8,8.2,88.9,29.2,10.2,3.7,2.0,5.7,7.4,257700,74128,6.1,0.077129346548464
PA_07_2014,PA,7,2014,51.6,8.8,11.3,41.8,1.9,10.3,42.0,28.2,7.2,90.4,21.4,11.9,3.7,5.3,7.1,6.6,277500,78058,5.4,0.08074544494841868
PA_08_2014,PA,8,2014,50.9,8.1,11.0,43.2,2.2,9.8,37.9,31.3,7.2,91.0,18.2,11.4,4.1,2.9,5.2,6.6,304400,77735,5.6,0.08921362656422721
PA_09_2014,PA,9,2014,50.7,9.6,10.8,43.0,2.8,13.6,17.6,47.7,10.0,88.8,43.2,3.7,3.7,0.5,9.6,15.5,113700,44107,15.1,0.016672615773520427
PA_10_2014,PA,10,2014,49.7,9.3,11.0,43.6,2.6,12.5,20.0,32.6,10.0,88.5,37.6,6.1,3.8,1.0,10.1,13.8,154900,48233,11.9,0.030321590836798976
PA_11_2014,PA,11,2014,50.4,9.2,11.8,42.4,3.0,12.4,24.0,31.9,9.6,87.7,39.5,7.6,3.4,0.9,8.2,12.3,151400,51849,12.0,0.04918735178102467
PA_12_2014,PA,12,2014,51.0,6.7,11.2,45.0,1.8,12.1,31.1,20.8,9.3,90.1,15.1,4.4,3.6,2.0,5.4,9.3,143200,57323,10.4,0.02919329511010481
PA_13_2014,PA,13,2014,51.3,8.2,14.7,38.6,2.1,12.4,33.2,39.5,6.0,87.4,32.0,26.1,5.2,10.6,10.4,13.6,221500,57051,13.5,0.21031593704624732
PA_14_2014,PA,14,2014,52.1,11.9,16.6,38.7,3.2,18.1,31.3,50.4,7.8,83.8,14.1,7.2,5.2,13.1,8.3,19.7,93600,42155,18.1,0.05430236997886471
PA_15_2014,PA,15,2014,51.4,9.8,12.1,40.7,2.8,12.3,27.5,50.7,8.2,87.5,45.4,16.0,4.9,1.8,8.6,11.1,190900,60009,11.1,0.07754069708484201
PA_16_2014,PA,16,2014,50.9,9.5,12.9,37.6,2.5,10.7,25.0,29.1,7.6,88.1,63.5,20.3,4.4,2.2,12.8,14.3,180700,54817,13.9,0.0900660973318273
PA_17_2014,PA,17,2014,50.8,9.3,11.6,42.5,2.6,13.1,21.3,43.6,8.9,88.2,42.7,9.5,4.5,1.9,8.9,14.0,136800,48356,14.6,0.06073726026739636
PA_18_2014,PA,18,2014,51.1,7.8,12.0,44.2,2.3,12.2,34.7,19.7,8.4,90.6,12.9,4.6,2.8,3.2,5.1,8.3,157300,60233,8.9,0.03469803251387442
RI_01_2014,RI,1,2014,51.2,10.8,13.7,38.2,2.9,12.2,30.8,48.5,7.2,86.1,43.7,25.4,5.1,3.4,7.8,16.9,239100,51860,20.1,0.18493801924331593
RI_02_2014,RI,2,2014,51.8,11.3,12.4,41.5,2.9,12.9,30.1,45.5,8.0,87.4,45.7,16.6,5.0,2.6,7.0,11.8,233500,57924,14.9,0.12515677133864975
SC_01_2014,SC,1,2014,51.4,8.5,14.6,38.7,1.9,11.9,37.5,29.8,12.1,82.2,47.8,8.1,3.6,0.8,11.5,11.3,220100,60832,7.1,0.06162478454273521
SC_02_2014,SC,2,2014,51.4,9.9,12.9,38.1,2.0,12.7,33.3,47.9,10.3,84.3,50.3,7.1,3.9,0.2,12.5,14.1,146100,54287,10.7,0.05405840842937392
SC_03_2014,SC,3,2014,50.9,10.4,11.5,40.3,2.1,12.6,20.4,48.2,9.4,85.0,60.4,5.0,4.7,0.7,13.7,18.9,116500,40778,15.2,0.03370411844443962
SC_04_2014,SC,4,2014,51.5,10.1,13.1,37.8,2.0,11.9,29.4,39.2,8.2,86.2,52.8,10.8,4.1,0.7,13.4,16.2,144700,46442,12.5,0.07478369771899412
SC_05_2014,SC,5,2014,51.1,9.3,11.3,39.9,1.8,12.6,21.9,43.0,9.8,88.1,48.1,5.5,5.8,0.4,12.8,19.3,124100,44361,14.9,0.036808291034969846
SC_06_2014,SC,6,2014,51.1,13.8,14.4,35.0,2.0,15.8,19.4,67.1,9.4,81.4,50.5,6.4,6.5,2.2,15.8,26.0,93600,32935,23.1,0.04546336345704074
SC_07_2014,SC,7,2014,51.9,8.9,11.7,41.9,2.2,12.3,20.6,41.6,10.0,85.1,52.3,4.8,5.6,0.3,15.5,21.0,131400,40729,17.8,0.04039569692430356
SD_01_2014,SD,1,2014,49.9,10.2,13.1,36.6,2.4,14.6,27.8,31.3,9.8,83.3,20.7,5.7,2.7,0.5,9.8,14.2,142300,50979,10.9,0.029723081825072294
TN_01_2014,TN,1,2014,51.1,8.6,11.4,43.1,2.2,12.8,19.9,37.5,9.9,86.0,49.7,3.9,4.6,0.5,12.9,20.0,123700,37298,18.9,0.026900613419211062
TN_02_2014,TN,2,2014,51.4,10.9,12.4,39.9,2.3,12.7,29.4,45.8,9.0,84.4,37.7,5.6,4.2,0.7,10.7,17.6,157000,45474,16.2,0.04670215648183909
TN_03_2014,TN,3,2014,51.2,8.8,12.1,41.4,2.0,12.4,23.1,44.8,9.6,86.3,44.8,4.3,4.7,0.5,11.2,16.8,138300,43701,17.8,0.03466529166738883
TN_04_2014,TN,4,2014,51.1,10.5,12.6,37.2,2.4,12.0,21.2,56.3,8.7,83.9,57.6,7.0,4.7,0.2,11.9,17.7,136600,45739,17.1,0.051560885951604234
TN_05_2014,TN,5,2014,51.9,10.1,18.3,34.8,2.2,14.9,34.9,30.5,6.7,81.4,43.4,15.9,4.5,2.4,14.8,19.2,169500,47842,15.9,0.13155952413230063
TN_06_2014,TN,6,2014,50.8,8.5,11.6,40.9,1.8,10.8,20.4,30.0,9.1,86.1,48.5,4.9,4.2,0.5,10.8,14.8,153400,45975,15.9,0.03401622357747646
TN_07_2014,TN,7,2014,50.3,9.1,12.2,37.9,1.4,9.6,26.9,26.7,11.2,84.7,39.4,6.0,4.7,0.5,10.6,15.3,155800,49336,15.5,0.04376177996500069
TN_08_2014,TN,8,2014,51.3,8.8,10.9,39.7,1.5,10.4,29.4,37.3,9.1,87.4,36.8,5.1,4.2,0.3,8.6,14.5,151300,52532,15.1,0.03291207657593519
TN_09_2014,TN,9,2014,52.6,11.4,15.8,33.6,2.5,15.2,22.2,56.9,7.1,80.1,58.5,10.0,6.8,1.8,16.8,29.3,91000,35043,26.2,0.06672336652386145
TX_01_2014,TX,1,2014,50.8,11.1,12.2,36.6,1.6,12.4,20.4,32.4,8.5,82.9,83.0,15.4,3.9,0.2,20.0,18.3,109500,44168,14.1,0.08393274795996265
TX_02_2014,TX,2,2014,49.8,8.8,17.3,35.0,2.4,12.5,39.5,39.4,5.9,83.3,58.2,33.3,3.2,2.0,16.2,11.9,174500,72369,6.5,0.2744229609443447
TX_03_2014,TX,3,2014,51.0,7.9,13.2,36.2,1.5,9.2,52.2,13.6,6.5,85.4,28.5,27.5,3.6,1.2,10.9,7.1,241900,86846,3.0,0.25564448162018644
TX_04_2014,TX,4,2014,50.5,8.8,11.4,39.3,1.5,10.6,19.7,29.5,9.8,85.6,78.8,12.0,4.3,0.1,16.5,16.9,111600,48654,14.3,0.07202711019776793
TX_05_2014,TX,5,2014,49.3,9.0,13.7,35.6,2.2,10.4,20.0,50.2,7.8,83.5,75.4,26.3,4.1,2.1,21.8,17.9,110200,45949,15.4,0.1653670601711197
TX_06_2014,TX,6,2014,51.6,10.3,13.0,34.7,1.9,10.1,28.8,41.8,8.1,84.4,56.5,21.5,3.7,0.3,15.0,13.4,145300,61209,10.2,0.14414970693458853
TX_07_2014,TX,7,2014,51.0,8.9,16.0,34.5,1.9,14.5,47.2,27.1,5.4,82.5,50.5,41.2,2.8,3.5,16.7,13.1,217000,71321,6.2,0.4059861325396565
TX_08_2014,TX,8,2014,49.6,9.8,12.3,36.6,1.6,10.7,29.9,28.5,9.1,83.7,67.7,19.0,2.6,0.9,14.1,12.6,166500,62743,7.7,0.1271908759097285
TX_09_2014,TX,9,2014,51.0,11.3,17.1,32.2,1.9,12.6,24.6,37.2,3.8,83.1,56.2,52.3,5.9,4.8,26.6,22.3,109200,42661,18.2,0.5335020118286787
TX_10_2014,TX,10,2014,50.2,8.3,13.9,36.0,1.8,12.3,37.8,21.3,7.5,84.2,62.7,27.1,3.2,2.3,13.7,11.7,185200,66236,8.4,0.1911080419710059
TX_11_2014,TX,11,2014,49.5,10.3,14.1,35.8,1.8,14.1,20.4,36.0,8.7,85.0,83.3,27.0,2.6,0.4,19.8,13.3,113300,51266,10.1,0.10065364719092112
TX_12_2014,TX,12,2014,51.1,9.6,15.2,35.1,2.3,13.9,29.7,34.1,9.7,82.0,57.2,20.3,3.8,0.5,15.3,12.3,148800,60846,9.4,0.11472616211321651
TX_13_2014,TX,13,2014,48.6,10.0,13.6,36.0,2.2,13.2,19.8,37.8,9.5,83.5,73.0,19.6,2.8,0.5,17.2,15.4,99900,48594,11.7,0.09600111488762088
TX_14_2014,TX,14,2014,49.6,9.5,13.6,36.9,2.4,13.6,22.2,51.0,8.3,84.9,67.7,22.2,3.6,0.7,18.7,16.2,122200,51585,14.6,0.12215892378903045
TX_15_2014,TX,15,2014,50.6,10.8,13.6,30.3,1.1,7.5,19.7,37.2,5.5,89.0,94.9,71.8,4.9,0.2,28.3,29.2,90000,40614,26.7,0.2866255538621476
TX_16_2014,TX,16,2014,50.7,11.9,14.5,32.1,1.2,10.6,23.1,42.6,8.7,85.3,91.3,70.2,4.3,1.7,21.9,22.2,120600,41347,21.6,0.3260840942990248
TX_17_2014,TX,17,2014,50.4,16.1,14.6,32.3,2.3,14.2,28.5,37.6,7.9,78.5,59.1,22.0,3.0,1.1,16.2,19.3,138600,48600,11.2,0.13614364065889029
TX_18_2014,TX,18,2014,49.7,10.7,17.5,31.8,2.3,16.1,21.6,44.6,4.5,81.9,82.3,40.4,4.7,4.0,23.9,22.1,107900,42166,18.3,0.2674649249712597
TX_19_2014,TX,19,2014,49.2,13.7,14.4,32.9,2.1,11.9,21.4,32.9,7.5,76.4,78.0,26.3,3.0,0.6,17.7,16.9,94600,45428,12.3,0.09175954387253192
TX_20_2014,TX,20,2014,50.9,12.0,17.0,31.5,2.0,12.3,22.9,38.5,10.2,81.3,73.3,47.9,4.9,2.7,17.9,20.7,116500,46345,16.3,0.16988097228207774
TX_21_2014,TX,21,2014,49.9,10.6,15.3,37.8,2.3,15.5,44.7,23.5,10.6,78.9,58.0,22.4,3.3,1.7,12.5,13.4,229600,60971,5.8,0.1030855701509384
TX_22_2014,TX,22,2014,50.5,8.0,12.8,35.5,1.2,7.6,44.5,18.0,5.8,85.9,31.7,36.0,2.6,1.3,11.8,8.7,206900,89689,7.2,0.303853165780725
TX_23_2014,TX,23,2014,49.9,10.3,13.1,32.8,1.5,9.7,21.3,30.0,8.6,85.6,90.7,53.8,4.2,0.7,19.2,18.2,106000,51528,17.2,0.20133485062539805
TX_24_2014,TX,24,2014,50.9,7.7,17.6,35.6,2.3,14.1,43.6,27.5,6.6,78.2,45.1,34.4,3.7,1.5,18.5,10.6,213900,63409,6.0,0.29212389049099285
TX_25_2014,TX,25,2014,51.1,10.0,14.5,35.8,1.9,10.5,35.3,30.2,10.1,81.9,55.5,17.2,3.7,1.1,13.6,13.5,189700,61319,10.0,0.09193596888949875
TX_26_2014,TX,26,2014,50.6,9.1,13.8,34.8,1.8,8.7,40.9,17.2,7.8,80.6,49.6,19.0,3.5,0.7,12.4,8.5,197500,78796,5.7,0.1381191305472368
TX_27_2014,TX,27,2014,50.5,9.4,13.9,36.3,2.2,11.9,19.2,39.0,9.5,83.7,74.5,33.4,4.1,1.3,18.1,16.0,114900,50656,15.2,0.08648257335762384
TX_28_2014,TX,28,2014,51.5,10.9,13.0,31.5,1.8,8.9,16.6,34.5,6.9,86.7,94.0,68.6,4.2,1.1,25.7,27.1,103200,43999,24.1,0.2710638230819197
TX_29_2014,TX,29,2014,49.7,11.0,16.0,30.4,2.2,12.3,9.1,52.2,3.0,84.6,96.5,68.0,5.0,2.0,32.3,23.8,87900,39580,20.4,0.5017822560273935
TX_30_2014,TX,30,2014,52.0,10.0,14.6,33.0,2.2,12.2,18.3,51.6,5.5,85.0,87.2,37.4,5.1,4.1,22.5,25.8,102600,40536,21.6,0.213615046441244
TX_31_2014,TX,31,2014,50.2,9.3,14.8,34.4,1.9,11.6,34.0,33.5,13.4,79.9,49.4,20.3,3.7,0.7,11.8,10.6,185300,62772,8.9,0.1197765401797946
TX_32_2014,TX,32,2014,50.6,9.7,15.0,36.4,2.2,13.7,42.7,38.4,6.0,81.5,53.0,32.7,4.2,2.4,16.9,12.4,178300,65082,9.0,0.2690772394097402
TX_33_2014,TX,33,2014,49.6,10.9,16.2,29.8,2.1,12.0,8.9,47.0,3.6,84.6,88.8,62.3,5.7,2.8,33.1,28.5,81400,35311,25.4,0.4677798352974192
TX_34_2014,TX,34,2014,50.3,11.0,12.3,32.5,1.5,8.8,15.5,34.6,5.9,89.0,95.0,69.4,4.3,0.3,29.3,31.1,74700,35451,24.8,0.27005888505997355
TX_35_2014,TX,35,2014,50.2,12.3,17.0,31.4,2.8,13.5,18.3,50.2,7.7,81.6,88.9,45.1,4.4,4.6,23.9,25.3,114600,40856,20.2,0.20453917629331994
TX_36_2014,TX,36,2014,49.8,9.0,12.9,36.7,1.9,13.5,18.8,43.8,8.3,85.6,74.9,20.0,3.6,0.5,18.0,14.6,116900,54560,12.8,0.11226077473775146
UT_01_2014,UT,1,2014,49.4,10.7,14.4,30.6,1.2,9.0,29.0,17.4,8.1,84.0,62.9,11.1,3.4,1.7,10.0,10.7,197700,62017,7.9,0.0644370605234524
UT_02_2014,UT,2,2014,49.1,11.0,15.6,31.6,1.5,11.9,29.3,15.0,6.7,81.8,60.9,16.8,4.1,3.2,16.5,14.1,206800,53651,9.2,0.11565770177131489
UT_03_2014,UT,3,2014,49.9,14.7,13.3,28.4,1.1,7.7,38.8,7.1,5.2,81.3,51.6,13.3,3.0,1.9,11.3,12.1,263800,65144,6.0,0.07678407959010261
UT_04_2014,UT,4,2014,50.4,8.9,15.9,30.7,1.5,9.2,28.0,20.8,5.8,85.6,59.8,17.5,2.9,3.3,12.3,10.1,229600,63365,9.2,0.11493805283921449
VT_01_2014,VT,1,2014,50.8,10.6,11.6,42.8,3.4,12.6,34.9,29.8,8.7,86.5,10.5,5.0,3.6,1.1,5.0,12.2,214600,54166,14.3,0.04256020126991734
VA_01_2014,VA,1,2014,50.7,9.6,11.9,37.9,1.6,9.0,36.5,27.8,14.8,84.1,44.0,12.8,3.3,2.9,8.9,7.4,294100,77184,7.3,0.1052004604260376
VA_02_2014,VA,2,2014,50.1,11.6,16.5,35.2,2.1,12.1,32.4,31.3,18.1,80.7,29.7,10.8,3.8,0.8,11.0,9.5,236500,61484,8.4,0.0857629144001696
VA_03_2014,VA,3,2014,51.9,13.7,17.2,32.9,2.2,16.2,22.6,45.4,12.6,78.3,43.4,8.9,6.4,4.9,15.2,23.3,166600,40679,18.8,0.06403142182042616
